id,onpromotion,dcoilwtico,sales
3000893,12,46.8,371.4927
3002675,7,47.07,373.4863
3004457,10,48.59,374.87277
3006239,9,48.190000000000005,374.1143
3008021,5,47.79,371.59888
3009803,10,47.39,369.28726
3011585,6,47.65,371.8017
3013367,14,48.45,372.39847
3015149,1,47.24,373.247
3016931,2,47.65,373.68286
3018713,3,47.233333333333334,375.77362
3020495,5,46.81666666666666,374.3361
3022277,1,46.4,375.05267
3024059,5,46.46,375.67188
3025841,7,45.96,375.27817
3027623,4,47.26,375.53656
3000894,0,46.8,8.358342
3002676,0,47.07,6.1415052
3004458,0,48.59,7.7909346
3006240,0,48.190000000000005,7.611568
3008022,0,47.79,9.471793
3009804,0,47.39,4.6679974
3011586,0,47.65,7.6636553
3013368,0,48.45,7.576636
3015150,0,47.24,8.386837
3016932,0,47.65,8.316306
3018714,0,47.233333333333334,9.229238
3020496,0,46.81666666666666,5.007449
3022278,0,46.4,8.367571
3024060,0,46.46,6.301868
3025842,0,45.96,6.6888237
3027624,0,47.26,8.433402
3000895,25,46.8,640.6503
3002677,7,47.07,660.4754
3004459,6,48.59,649.88477
3006241,11,48.190000000000005,645.6604
3008023,4,47.79,650.20294
3009805,9,47.39,653.7858
3011587,10,47.65,643.2991
3013369,11,48.45,644.2987
3015151,12,47.24,652.00854
3016933,8,47.65,652.1697
3018715,10,47.233333333333334,647.6938
3020497,7,46.81666666666666,654.268
3022279,11,46.4,643.8921
3024061,13,46.46,646.7361
3025843,11,45.96,647.8416
3027625,12,47.26,641.3679
3000896,45,46.8,706.0266
3002678,13,47.07,718.5943
3004460,18,48.59,715.8229
3006242,20,48.190000000000005,716.9191
3008024,17,47.79,713.8892
3009806,20,47.39,719.74536
3011588,18,47.65,706.9332
3013370,22,48.45,710.6634
3015152,13,47.24,712.0601
3016934,12,47.65,718.6795
3018716,12,47.233333333333334,724.4256
3020498,7,46.81666666666666,721.55316
3022280,12,46.4,711.2058
3024062,13,46.46,715.48553
3025844,16,45.96,720.31665
3027626,11,47.26,720.18896
3000897,18,46.8,131.81152
3002679,7,47.07,132.93806
3004461,52,48.59,133.03462
3006243,6,48.190000000000005,132.27122
3008025,6,47.79,132.41354
3009807,7,47.39,133.34937
3011589,7,47.65,132.00531
3013371,11,48.45,132.98566
3015153,11,47.24,131.48643
3016935,52,47.65,132.43448
3018717,8,47.233333333333334,132.93059
3020499,6,46.81666666666666,132.73543
3022281,10,46.4,132.78798
3024063,7,46.46,132.06252
3025845,5,45.96,132.02486
3027627,5,47.26,132.45474
3000898,1,46.8,137.10905
3002680,0,47.07,137.22089
3004462,25,48.59,138.69621
3006244,0,48.190000000000005,135.61296
3008026,0,47.79,137.25525
3009808,0,47.39,137.26389
3011590,0,47.65,136.98967
3013372,0,48.45,137.79927
3015154,0,47.24,136.3033
3016936,26,47.65,136.51602
3018718,0,47.233333333333334,137.70422
3020500,0,46.81666666666666,137.09937
3022282,0,46.4,136.73735
3024064,0,46.46,135.89626
3025846,0,45.96,136.78671
3027628,0,47.26,136.50615
3000899,1,46.8,112.708435
3002681,0,47.07,99.783844
3004463,0,48.59,114.36579
3006245,0,48.190000000000005,113.71975
3008027,0,47.79,117.260544
3009809,0,47.39,108.81034
3011591,0,47.65,107.30083
3013373,0,48.45,107.079475
3015155,0,47.24,112.468735
3016937,1,47.65,110.85149
3018719,0,47.233333333333334,108.22105
3020501,0,46.81666666666666,101.24317
3022283,0,46.4,118.998604
3024065,0,46.46,108.943146
3025847,1,45.96,108.29004
3027629,1,47.26,118.4849
3000900,64,46.8,2373.6838
3002682,33,47.07,2411.6677
3004464,31,48.59,2416.8955
3006246,32,48.190000000000005,2422.089
3008028,24,47.79,2416.9453
3009810,26,47.39,2428.06
3011592,27,47.65,2397.7803
3013374,41,48.45,2407.3232
3015156,44,47.24,2440.2883
3016938,50,47.65,2407.428
3018720,44,47.233333333333334,2415.1812
3020502,27,46.81666666666666,2413.4446
3022284,48,46.4,2391.7183
3024066,47,46.46,2428.6365
3025848,65,45.96,2423.8313
3027630,67,47.26,2395.9756
3000901,0,46.8,20.92559
3002683,0,47.07,20.831814
3004465,0,48.59,21.02563
3006247,0,48.190000000000005,20.997221
3008029,0,47.79,21.08696
3009811,0,47.39,20.817877
3011593,0,47.65,20.79549
3013375,0,48.45,20.878492
3015157,0,47.24,21.087831
3016939,0,47.65,20.84516
3018721,0,47.233333333333334,20.783512
3020503,0,46.81666666666666,20.50908
3022285,0,46.4,20.932251
3024067,0,46.46,20.824846
3025849,0,45.96,20.72419
3027631,0,47.26,20.887434
3000902,0,46.8,1.7346596
3002684,0,47.07,1.7262105
3004466,0,48.59,1.7496972
3006248,0,48.190000000000005,1.7482259
3008030,0,47.79,1.7508142
3009812,0,47.39,1.7328188
3011594,0,47.65,1.7291365
3013376,0,48.45,1.7356985
3015158,0,47.24,1.7525036
3016940,0,47.65,1.7368143
3018722,0,47.233333333333334,1.7201636
3020504,0,46.81666666666666,1.6973925
3022286,0,46.4,1.7405258
3024068,0,46.46,1.7275842
3025850,0,45.96,1.714254
3027632,0,47.26,1.7357037
3000903,2,46.8,20.243168
3002685,0,47.07,20.492645
3004467,0,48.59,20.208603
3006249,1,48.190000000000005,20.63561
3008031,0,47.79,21.378124
3009813,0,47.39,20.276566
3011595,0,47.65,20.705084
3013377,0,48.45,20.74819
3015159,1,47.24,20.245712
3016941,0,47.65,20.357294
3018723,1,47.233333333333334,21.547415
3020505,0,46.81666666666666,21.383574
3022287,0,46.4,20.703104
3024069,0,46.46,20.546505
3025851,1,45.96,20.82035
3027633,1,47.26,20.727427
3000904,6,46.8,26.680998
3002686,2,47.07,25.602793
3004468,1,48.59,26.667433
3006250,0,48.190000000000005,26.563177
3008032,1,47.79,26.431812
3009814,3,47.39,27.288883
3011596,2,47.65,26.449017
3013378,2,48.45,26.750801
3015160,2,47.24,26.716797
3016942,3,47.65,26.119637
3018724,3,47.233333333333334,26.479103
3020506,0,46.81666666666666,27.379232
3022288,1,46.4,26.911398
3024070,2,46.46,26.400066
3025852,2,45.96,26.91937
3027634,4,47.26,27.20471
3000905,0,46.8,0.31947178
3002687,0,47.07,0.31963813
3004469,0,48.59,0.31438145
3006251,0,48.190000000000005,0.3215704
3008033,0,47.79,0.3125034
3009815,0,47.39,0.31497833
3011597,0,47.65,0.3293127
3013379,0,48.45,0.3270194
3015161,0,47.24,0.30816802
3016943,0,47.65,0.31822386
3018725,0,47.233333333333334,0.32351193
3020507,0,46.81666666666666,0.3307454
3022289,0,46.4,0.32066837
3024071,0,46.46,0.32991743
3025853,0,45.96,0.3252707
3027635,0,47.26,0.3148692
3000906,10,46.8,169.13695
3002688,7,47.07,169.96312
3004470,5,48.59,168.76123
3006252,7,48.190000000000005,174.59116
3008034,4,47.79,167.65251
3009816,8,47.39,171.26372
3011598,7,47.65,174.6426
3013380,5,48.45,176.31804
3015162,6,47.24,170.97075
3016944,6,47.65,168.40196
3018726,4,47.233333333333334,170.80856
3020508,4,46.81666666666666,173.3243
3022290,5,46.4,171.08652
3024072,4,46.46,173.6993
3025854,3,45.96,173.1205
3027636,3,47.26,167.20041
3000907,0,46.8,13.81793
3002689,0,47.07,13.825667
3004471,0,48.59,13.760411
3006253,0,48.190000000000005,13.762214
3008035,0,47.79,13.714692
3009817,0,47.39,13.639379
3011599,0,47.65,13.733849
3013381,0,48.45,13.6637535
3015163,0,47.24,13.6394
3016945,0,47.65,13.6313
3018727,0,47.233333333333334,13.567813
3020509,0,46.81666666666666,13.635285
3022291,0,46.4,13.587227
3024073,0,46.46,13.5877905
3025855,0,45.96,13.533235
3027637,0,47.26,13.480281
3000908,16,46.8,17.277979
3002690,0,47.07,17.034973
3004472,0,48.59,17.340462
3006254,0,48.190000000000005,16.855608
3008036,0,47.79,17.346134
3009818,0,47.39,17.042694
3011600,0,47.65,16.703865
3013382,5,48.45,16.573381
3015164,0,47.24,17.117868
3016946,0,47.65,16.987812
3018728,0,47.233333333333334,16.780523
3020510,0,46.81666666666666,17.00744
3022292,0,46.4,16.831352
3024074,0,46.46,16.787897
3025856,6,45.96,16.788588
3027638,0,47.26,17.08597
3000909,5,46.8,7.9080834
3002691,0,47.07,7.8617473
3004473,0,48.59,7.9191327
3006255,0,48.190000000000005,7.758468
3008037,0,47.79,7.946458
3009819,0,47.39,7.8287787
3011601,0,47.65,7.7063546
3013383,0,48.45,7.653268
3015165,0,47.24,7.8684483
3016947,0,47.65,7.809773
3018729,0,47.233333333333334,7.684526
3020511,0,46.81666666666666,7.817194
3022293,0,46.4,7.7548733
3024075,0,46.46,7.729419
3025857,0,45.96,7.708313
3027639,0,47.26,7.817875
3000910,9,46.8,109.91546
3002692,5,47.07,108.908066
3004474,6,48.59,111.120445
3006256,7,48.190000000000005,109.01618
3008038,4,47.79,110.345795
3009820,5,47.39,109.0683
3011602,2,47.65,106.792984
3013384,6,48.45,106.14776
3015166,3,47.24,107.65036
3016948,4,47.65,108.32813
3018730,3,47.233333333333334,106.84302
3020512,2,46.81666666666666,107.29972
3022294,1,46.4,107.07124
3024076,3,46.46,107.934784
3025858,3,45.96,107.61185
3027640,2,47.26,107.10369
3000911,0,46.8,6.1101894
3002693,0,47.07,6.112348
3004475,0,48.59,6.11544
3006257,0,48.190000000000005,6.2139807
3008039,0,47.79,6.119539
3009821,0,47.39,6.1329846
3011603,0,47.65,6.2088876
3013385,0,48.45,6.2132387
3015167,0,47.24,6.207707
3016949,0,47.65,6.155974
3018731,0,47.233333333333334,6.201001
3020513,0,46.81666666666666,6.1854587
3022295,0,46.4,6.2082872
3024077,0,46.46,6.220961
3025859,0,45.96,6.2307386
3027641,0,47.26,6.1899433
3000912,0,46.8,306.39954
3002694,0,47.07,305.9834
3004476,48,48.59,308.90927
3006258,0,48.190000000000005,303.14752
3008040,0,47.79,306.79752
3009822,0,47.39,305.75024
3011604,0,47.65,305.4485
3013386,0,48.45,304.71817
3015168,0,47.24,303.82138
3016950,49,47.65,306.04684
3018732,0,47.233333333333334,303.75888
3020514,0,46.81666666666666,306.9804
3022296,0,46.4,308.7715
3024078,0,46.46,303.52698
3025860,0,45.96,302.3586
3027642,0,47.26,305.91522
3000913,18,46.8,142.10486
3002695,7,47.07,143.2266
3004477,9,48.59,146.25151
3006259,9,48.190000000000005,144.98772
3008041,7,47.79,145.0368
3009823,11,47.39,145.99336
3011605,9,47.65,144.56873
3013387,8,48.45,144.54727
3015169,7,47.24,144.54619
3016951,7,47.65,143.60597
3018733,8,47.233333333333334,142.68027
3020515,6,46.81666666666666,144.75993
3022297,6,46.4,146.34648
3024079,5,46.46,145.3032
3025861,6,45.96,144.77054
3027643,8,47.26,143.9386
3000914,0,46.8,4.779902
3002696,0,47.07,4.753384
3004478,0,48.59,4.7503295
3006260,0,48.190000000000005,4.7585645
3008042,0,47.79,4.734474
3009824,0,47.39,4.7453055
3011606,0,47.65,4.7835836
3013388,0,48.45,4.7840614
3015170,0,47.24,4.7430615
3016952,0,47.65,4.7368727
3018734,0,47.233333333333334,4.7422686
3020516,0,46.81666666666666,4.7580967
3022298,0,46.4,4.7232265
3024080,0,46.46,4.7123175
3025862,0,45.96,4.7087007
3027644,0,47.26,4.685281
3000915,0,46.8,8.122123
3002697,0,47.07,8.156825
3004479,1,48.59,8.183988
3006261,1,48.190000000000005,8.121481
3008043,0,47.79,8.235865
3009825,1,47.39,8.063366
3011607,2,47.65,8.231005
3013389,0,48.45,8.187437
3015171,0,47.24,8.089563
3016953,0,47.65,8.152059
3018735,0,47.233333333333334,8.215347
3020517,0,46.81666666666666,8.189741
3022299,0,46.4,8.15738
3024081,1,46.46,8.154331
3025863,1,45.96,8.167483
3027645,0,47.26,8.03121
3000916,0,46.8,305.304
3002698,1,47.07,306.02988
3004480,41,48.59,306.12073
3006262,0,48.190000000000005,304.7279
3008044,0,47.79,305.9861
3009826,0,47.39,305.65524
3011608,1,47.65,307.68878
3013390,0,48.45,306.52194
3015172,0,47.24,305.3004
3016954,36,47.65,305.34543
3018736,0,47.233333333333334,305.02243
3020518,0,46.81666666666666,307.77118
3022300,0,46.4,308.16113
3024082,0,46.46,305.1485
3025864,0,45.96,305.34592
3027646,0,47.26,305.74405
3000917,0,46.8,84.25731
3002699,0,47.07,84.15597
3004481,0,48.59,83.89582
3006263,0,48.190000000000005,83.85767
3008045,0,47.79,83.9914
3009827,0,47.39,83.923706
3011609,0,47.65,84.34154
3013391,0,48.45,84.20041
3015173,0,47.24,83.93855
3016955,0,47.65,84.069626
3018737,0,47.233333333333334,83.92194
3020519,0,46.81666666666666,84.469696
3022301,0,46.4,84.23953
3024083,0,46.46,84.029335
3025865,0,45.96,83.9183
3027647,0,47.26,83.72816
3000918,256,46.8,2176.7004
3002700,6,47.07,2167.933
3004482,5,48.59,2160.0483
3006264,6,48.190000000000005,2163.9539
3008046,5,47.79,2158.3418
3009828,3,47.39,2162.325
3011610,3,47.65,2172.2444
3013392,211,48.45,2164.4692
3015174,3,47.24,2167.9578
3016956,1,47.65,2153.5476
3018738,2,47.233333333333334,2155.9182
3020520,0,46.81666666666666,2153.287
3022302,2,46.4,2151.6423
3024084,1,46.46,2152.7837
3025866,208,45.96,2157.6628
3027648,3,47.26,2149.0356
3000919,14,46.8,0.14694344
3002701,0,47.07,0.14408194
3004483,0,48.59,0.15433456
3006265,0,48.190000000000005,0.15654042
3008047,0,47.79,0.16298807
3009829,0,47.39,0.16375671
3011611,0,47.65,0.16555697
3013393,0,48.45,0.16481452
3015175,0,47.24,0.17057027
3016957,0,47.65,0.16886714
3018739,0,47.233333333333334,0.16434923
3020521,0,46.81666666666666,0.17628688
3022303,0,46.4,0.17396557
3024085,0,46.46,0.16936214
3025867,0,45.96,0.1677239
3027649,0,47.26,0.17391562
3000920,0,46.8,26.83133
3002702,0,47.07,26.87403
3004484,7,48.59,26.86545
3006266,0,48.190000000000005,26.917997
3008048,0,47.79,26.915905
3009830,0,47.39,27.016462
3011612,0,47.65,26.826029
3013394,0,48.45,26.795813
3015176,1,47.24,26.740463
3016958,5,47.65,26.826706
3018740,1,47.233333333333334,26.755058
3020522,0,46.81666666666666,26.9684
3022304,1,46.4,26.951555
3024086,0,46.46,26.850397
3025868,1,45.96,26.823565
3027650,0,47.26,26.846088
3000921,0,46.8,3.1813414
3002703,0,47.07,3.1402552
3004485,0,48.59,3.1819222
3006267,0,48.190000000000005,3.1245604
3008049,0,47.79,3.1951008
3009831,0,47.39,3.157274
3011613,0,47.65,3.158028
3013395,0,48.45,3.1770132
3015177,0,47.24,3.1292043
3016959,0,47.65,3.1501234
3018741,0,47.233333333333334,3.1984951
3020523,0,46.81666666666666,3.1936557
3022305,0,46.4,3.1800725
3024087,0,46.46,3.1799495
3025869,2,45.96,3.209906
3027651,0,47.26,3.170535
3000922,0,46.8,0.25527385
3002704,0,47.07,0.25197908
3004486,0,48.59,0.26732495
3006268,0,48.190000000000005,0.26751536
3008050,0,47.79,0.28045997
3009832,0,47.39,0.26593605
3011614,0,47.65,0.26367703
3013396,0,48.45,0.25851136
3015178,0,47.24,0.26703057
3016960,0,47.65,0.26336256
3018742,0,47.233333333333334,0.25799325
3020524,0,46.81666666666666,0.26945683
3022306,0,46.4,0.26782563
3024088,0,46.46,0.27732766
3025870,0,45.96,0.26991668
3027652,0,47.26,0.26698527
3000923,2,46.8,1.6012832
3002705,1,47.07,1.6000965
3004487,0,48.59,1.5967745
3006269,0,48.190000000000005,1.5996169
3008051,0,47.79,1.6019742
3009833,0,47.39,1.6071557
3011615,0,47.65,1.5830697
3013397,0,48.45,1.5740347
3015179,0,47.24,1.5970155
3016961,0,47.65,1.5918638
3018743,0,47.233333333333334,1.572754
3020525,0,46.81666666666666,1.5983456
3022307,0,46.4,1.5793908
3024089,0,46.46,1.5731852
3025871,1,45.96,1.5580134
3027653,0,47.26,1.5617592
3000924,43,46.8,1192.0205
3002706,16,47.07,1199.488
3004488,17,48.59,1190.601
3006270,21,48.190000000000005,1209.7095
3008052,21,47.79,1197.6505
3009834,19,47.39,1212.7218
3011616,15,47.65,1203.4745
3013398,15,48.45,1200.6744
3015180,13,47.24,1193.8248
3016962,14,47.65,1199.9346
3018744,15,47.233333333333334,1198.691
3020526,17,46.81666666666666,1202.084
3022308,17,46.4,1202.3124
3024090,16,46.46,1198.071
3025872,214,45.96,1193.2136
3027654,20,47.26,1196.0503
3000925,0,46.8,-0.00026649237
3002707,0,47.07,-3.2909214e-05
3004489,0,48.59,0.00078385323
3006271,0,48.190000000000005,0.0007000938
3008053,0,47.79,0.0018064827
3009835,0,47.39,0.0004339218
3011617,0,47.65,0.00072114915
3013399,0,48.45,-0.00020418316
3015181,0,47.24,0.0016633272
3016963,0,47.65,0.0011842996
3018745,0,47.233333333333334,0.00065103173
3020527,0,46.81666666666666,0.0010864064
3022309,0,46.4,0.0011256337
3024091,0,46.46,0.00039001554
3025873,0,45.96,0.00024570525
3027655,0,47.26,0.0007215664
3000926,15,46.8,105.72754
3002708,4,47.07,105.369644
3004490,4,48.59,105.97845
3006272,4,48.190000000000005,106.00634
3008054,29,47.79,106.004845
3009836,5,47.39,105.78273
3011618,6,47.65,105.961754
3013400,4,48.45,105.54411
3015182,2,47.24,105.171524
3016964,2,47.65,105.3361
3018746,2,47.233333333333334,104.942535
3020528,28,46.81666666666666,106.11682
3022310,2,46.4,106.41324
3024092,2,46.46,106.25237
3025874,23,45.96,105.684235
3027656,2,47.26,105.28189
3000927,0,46.8,4.277391
3002709,0,47.07,4.2536964
3004491,0,48.59,4.258308
3006273,0,48.190000000000005,4.2628694
3008055,0,47.79,4.2596006
3009837,0,47.39,4.22429
3011619,0,47.65,4.231369
3013401,0,48.45,4.22472
3015183,0,47.24,4.2004824
3016965,0,47.65,4.208582
3018747,0,47.233333333333334,4.2118807
3020529,0,46.81666666666666,4.224719
3022311,0,46.4,4.2094774
3024093,0,46.46,4.180924
3025875,2,45.96,4.1776733
3027657,0,47.26,4.176486
3000928,30,46.8,818.1121
3002710,16,47.07,810.74316
3004492,14,48.59,821.0512
3006274,18,48.190000000000005,823.1451
3008056,15,47.79,830.91327
3009838,17,47.39,827.7522
3011620,13,47.65,815.42316
3013402,16,48.45,809.89453
3015184,16,47.24,816.24866
3016966,16,47.65,819.7708
3018748,17,47.233333333333334,811.68884
3020530,15,46.81666666666666,828.30084
3022312,14,46.4,821.47205
3024094,17,46.46,819.8937
3025876,165,45.96,815.2537
3027658,19,47.26,816.18024
3000929,106,46.8,289.78723
3002711,3,47.07,290.9879
3004493,10,48.59,290.86624
3006275,7,48.190000000000005,289.59415
3008057,9,47.79,290.4421
3009839,7,47.39,290.701
3011621,7,47.65,290.11932
3013403,74,48.45,291.55518
3015185,7,47.24,290.6656
3016967,6,47.65,290.78232
3018749,6,47.233333333333334,292.3638
3020531,7,46.81666666666666,290.8075
3022313,5,46.4,291.0187
3024095,6,46.46,291.95724
3025877,81,45.96,293.34305
3027659,8,47.26,292.2841
3000930,18,46.8,264.92795
3002712,2,47.07,264.81464
3004494,37,48.59,265.096
3006276,3,48.190000000000005,264.99835
3008058,4,47.79,265.5826
3009840,2,47.39,265.73633
3011622,1,47.65,265.88126
3013404,4,48.45,265.7737
3015186,4,47.24,265.2526
3016968,37,47.65,265.6863
3018750,4,47.233333333333334,265.7326
3020532,6,46.81666666666666,265.97717
3022314,2,46.4,266.08917
3024096,2,46.46,265.61633
3025878,37,45.96,265.54913
3027660,6,47.26,265.76413
3000931,1,46.8,53.655514
3002713,1,47.07,53.848557
3004495,1,48.59,53.510143
3006277,1,48.190000000000005,52.93795
3008059,1,47.79,54.241184
3009841,11,47.39,53.59538
3011623,1,47.65,52.904686
3013405,1,48.45,53.351852
3015187,1,47.24,53.987568
3016969,1,47.65,53.90473
3018751,1,47.233333333333334,54.23407
3020533,1,46.81666666666666,53.684864
3022315,9,46.4,53.54095
3024097,1,46.46,53.67454
3025879,8,45.96,54.317795
3027661,1,47.26,54.609867
3000932,1,46.8,51.371384
3002714,0,47.07,50.98479
3004496,0,48.59,51.778477
3006278,10,48.190000000000005,51.03268
3008060,0,47.79,52.362698
3009842,0,47.39,51.814472
3011624,0,47.65,51.099148
3013406,0,48.45,51.421604
3015188,1,47.24,51.554565
3016970,0,47.65,52.28449
3018752,14,47.233333333333334,51.890812
3020534,0,46.81666666666666,51.781742
3022316,0,46.4,51.99839
3024098,0,46.46,51.47679
3025880,8,45.96,51.351933
3027662,1,47.26,52.10169
3000933,96,46.8,2630.8882
3002715,52,47.07,2628.258
3004497,45,48.59,2627.9666
3006279,51,48.190000000000005,2640.573
3008061,56,47.79,2632.4187
3009843,50,47.39,2641.4587
3011625,51,47.65,2641.5122
3013407,46,48.45,2637.5793
3015189,52,47.24,2634.111
3016971,47,47.65,2634.774
3018753,54,47.233333333333334,2629.8337
3020535,50,46.81666666666666,2646.28
3022317,49,46.4,2643.7712
3024099,44,46.46,2643.456
3025881,490,45.96,2635.8162
3027663,63,47.26,2633.087
3000934,0,46.8,4.2243915
3002716,0,47.07,4.15813
3004498,0,48.59,4.3003893
3006280,0,48.190000000000005,4.4711833
3008062,2,47.79,4.395024
3009844,0,47.39,4.508002
3011626,0,47.65,4.4190917
3013408,0,48.45,4.1998367
3015190,0,47.24,4.4751887
3016972,0,47.65,4.4764686
3018754,0,47.233333333333334,4.180366
3020536,2,46.81666666666666,4.6052904
3022318,0,46.4,4.5271416
3024100,0,46.46,4.391803
3025882,2,45.96,4.1907783
3027664,0,47.26,4.354779
3000935,0,46.8,0.54151577
3002717,0,47.07,0.5385003
3004499,0,48.59,0.545355
3006281,0,48.190000000000005,0.54985595
3008063,0,47.79,0.54774123
3009845,0,47.39,0.54587287
3011627,0,47.65,0.55611545
3013409,0,48.45,0.55013394
3015191,0,47.24,0.549324
3016973,0,47.65,0.5472451
3018755,0,47.233333333333334,0.5449352
3020537,0,46.81666666666666,0.5513441
3022319,0,46.4,0.5531472
3024101,0,46.46,0.5491015
3025883,0,45.96,0.5440827
3027665,0,47.26,0.54264635
3000936,2,46.8,10.895477
3002718,0,47.07,10.876227
3004500,0,48.59,10.845054
3006282,1,48.190000000000005,10.842455
3008064,0,47.79,10.8478
3009846,0,47.39,10.824897
3011628,0,47.65,10.801217
3013410,0,48.45,10.810766
3015192,1,47.24,10.791349
3016974,0,47.65,10.801378
3018756,0,47.233333333333334,10.809114
3020538,0,46.81666666666666,10.843434
3022320,0,46.4,10.817719
3024102,0,46.46,10.80124
3025884,6,45.96,10.79005
3027666,1,47.26,10.767427
3000937,6,46.8,7.930538
3002719,0,47.07,7.9397645
3004501,1,48.59,7.933589
3006283,1,48.190000000000005,7.9401665
3008065,0,47.79,7.9640145
3009847,0,47.39,7.9443913
3011629,1,47.65,7.9612355
3013411,1,48.45,7.96142
3015193,0,47.24,7.952346
3016975,0,47.65,7.9519415
3018757,0,47.233333333333334,7.9835744
3020539,0,46.81666666666666,7.993923
3022321,0,46.4,7.9874988
3024103,0,46.46,7.972436
3025885,5,45.96,7.99637
3027667,1,47.26,7.996114
3000938,0,46.8,0.1498957
3002720,0,47.07,0.14914553
3004502,0,48.59,0.15056133
3006284,0,48.190000000000005,0.14918584
3008066,0,47.79,0.14841658
3009848,0,47.39,0.14849888
3011630,0,47.65,0.14814596
3013412,0,48.45,0.14811091
3015194,0,47.24,0.14635102
3016976,0,47.65,0.14700355
3018758,0,47.233333333333334,0.14596479
3020540,0,46.81666666666666,0.14679006
3022322,0,46.4,0.14692284
3024104,0,46.46,0.14691222
3025886,0,45.96,0.14499286
3027668,0,47.26,0.1448957
3000939,15,46.8,168.49962
3002721,6,47.07,168.67313
3004503,8,48.59,168.64674
3006285,9,48.190000000000005,167.92885
3008067,10,47.79,168.4776
3009849,8,47.39,167.7178
3011631,7,47.65,167.48096
3013413,6,48.45,168.05164
3015195,7,47.24,166.19759
3016977,6,47.65,165.98576
3018759,8,47.233333333333334,167.46945
3020541,10,46.81666666666666,165.98154
3022323,7,46.4,166.05817
3024105,5,46.46,166.79495
3025887,46,45.96,167.42528
3027669,5,47.26,166.0929
3000940,0,46.8,4.0484595
3002722,0,47.07,4.0461597
3004504,0,48.59,4.0471087
3006286,0,48.190000000000005,4.0521736
3008068,0,47.79,4.0737553
3009850,0,47.39,4.0581822
3011632,0,47.65,4.0616565
3013414,0,48.45,4.0531106
3015196,0,47.24,4.0326347
3016978,0,47.65,4.0365133
3018760,0,47.233333333333334,4.0645947
3020542,0,46.81666666666666,4.0742636
3022324,0,46.4,4.0713677
3024106,0,46.46,4.0455794
3025888,3,45.96,4.050329
3027670,0,47.26,4.0436053
3000941,16,46.8,-0.010914384
3002723,0,47.07,-0.011009931
3004505,0,48.59,-0.008075483
3006287,0,48.190000000000005,-0.009178594
3008069,0,47.79,-0.0091514215
3009851,0,47.39,-0.007983118
3011633,0,47.65,-0.012060105
3013415,0,48.45,-0.010399155
3015197,0,47.24,-0.009144746
3016979,0,47.65,-0.009088576
3018761,0,47.233333333333334,-0.010673537
3020543,0,46.81666666666666,-0.011587902
3022325,0,46.4,-0.009471647
